"t","x","y","exp"
0.0,2.0,1.0,"exp2"
0.01,2.019073756807224,1.0204980592275672,"exp2"
0.028491258205383257,2.0490757354867792,1.0609839112408581,"exp2"
0.05004302930559391,2.074347304365769,1.1122108535250206,"exp2"
0.07790202757522155,2.0895129321533483,1.1841907035575976,"exp2"
0.10946345480178452,2.080438825228081,1.2718276644985864,"exp2"
0.14564902818157408,2.0343082544847864,1.3762960356859426,"exp2"
0.18577115385177445,1.9411758083278368,1.4896980580654458,"exp2"
0.23076120329351082,1.7951540575563725,1.6018533533198465,"exp2"
0.28235005284127324,1.5975550425080416,1.6948179045892338,"exp2"
0.33427989871171243,1.3954539120814893,1.7382251912173363,"exp2"
0.38686142286347597,1.211409646445325,1.7293929272546251,"exp2"
0.44178099284908495,1.054740423677692,1.6723645068946402,"exp2"
0.5012216071678445,0.9295984348674796,1.5726038547405594,"exp2"
0.5685218228507376,0.8389052692001828,1.43508066134734,"exp2"
0.6433062449353272,0.7915489436563862,1.2763834725098722,"exp2"
0.7181607718279142,0.7911528105738962,1.1292015394910833,"exp2"
0.7978068813596642,0.8363299249521472,0.9964708041358781,"exp2"
0.8831444203800933,0.934828182078752,0.8875800343844771,"exp2"
0.9796999882106401,1.10980867501425,0.8098202069363791,"exp2"
1.0717622154118065,1.338434407610777,0.7847731142560538,"exp2"
1.1589948091668998,1.597699139122323,0.8124747047481917,"exp2"
1.244067665924948,1.8540536194297936,0.8985923253445589,"exp2"
1.3301168502515306,2.045766266890755,1.0561943615441913,"exp2"
1.4107258237259286,2.0819069991647656,1.2646126103407078,"exp2"
1.4817757820924118,1.9620854493079412,1.4681447297613823,"exp2"
1.5526713028854264,1.7278345571337959,1.6392984725613962,"exp2"
1.62806704254531,1.433508457192028,1.7337073647602796,"exp2"
1.6952116536444517,1.1971553123595564,1.7261272995892767,"exp2"
1.7625517926332572,1.0146232813701783,1.6469695803949649,"exp2"
1.833233037830655,0.8856958148024864,1.5168131042084427,"exp2"
1.9130436979034267,0.8070366525183693,1.3481587702511797,"exp2"
1.9948104971924985,0.786487988578444,1.1805724721388147,"exp2"
2.0772699278556273,0.8178713200068914,1.0341618310718026,"exp2"
2.16496088008895,0.9045784172357461,0.9123007194668219,"exp2"
2.2609247106030246,1.0628236055150586,0.8236514771667517,"exp2"
2.36012486051359,1.2961678680739763,0.7855164937391553,"exp2"
2.4485011595097976,1.5533885146283335,0.804214428502461,"exp2"
2.53613551037233,1.8203875995649224,0.8828880090185334,"exp2"
2.622715263640986,2.0275399623297683,1.0315348257400576,"exp2"
2.706579074806529,2.0859398195499463,1.2420660410628384,"exp2"
2.7784949237753787,1.9798649577087393,1.4481504201214555,"exp2"
2.850141018823887,1.7516367797899237,1.6263701774592398,"exp2"
2.9253596932716532,1.458668884903639,1.7295726336872257,"exp2"
2.9938804146334683,1.2137186856399225,1.7292815575606297,"exp2"
3.0610162603665882,1.0271811114002343,1.655078959212498,"exp2"
3.1316828311020055,0.8936344840505497,1.5276065152098943,"exp2"
3.2107991804602074,0.8110643101473675,1.3610797743337804,"exp2"
3.2931286452540105,0.7864011485235857,1.1913432678982114,"exp2"
3.375315565975994,0.8142702302751986,1.0435803908830226,"exp2"
3.4628216430551433,0.8971184799450669,0.9195217670522831,"exp2"
3.5580182506342624,1.049657052082494,0.8284274291204413,"exp2"
3.6587939896236685,1.2824489433439112,0.7862223181995124,"exp2"
3.7471047507034916,1.5373053669606214,0.8017204548702457,"exp2"
3.8351941971992103,1.8063451169510236,0.8770077792344237,"exp2"
3.921623677042256,2.018550376241912,1.0212065980305498,"exp2"
4.006437051259774,2.087029226620449,1.2309923619613157,"exp2"
4.078594095624702,1.9884777646579437,1.4375372288799593,"exp2"
4.150356972877557,1.7648315187921386,1.6186684968230927,"exp2"
4.225220149267268,1.473987803232944,1.7265382357531918,"exp2"
4.294250906923133,1.2249854996949645,1.7310407933775305,"exp2"
4.361182217315833,1.0359936629104758,1.6603453732400386,"exp2"
4.431637398954612,0.8995953426550384,1.5352286219147095,"exp2"
4.510149039548317,0.814303078546968,1.3705694102167594,"exp2"
4.592733843476984,0.786549058671655,1.1996351780465808,"exp2"
4.674662116220963,0.8117056967076679,1.0509717066720627,"exp2"
4.761937206117318,0.8914747810406732,0.9253547436460386,"exp2"
4.856514061040476,1.039541096078505,0.8324032552020266,"exp2"
4.95855421151941,1.2718206173002,0.7869326878778958,"exp2"
5.046778633113241,1.5246215011456818,0.799935287052714,"exp2"
5.135229221385381,1.7950969540535842,0.8725470264723381,"exp2"
5.221533501376064,2.011021625121151,1.0132235172823756,"exp2"
5.307049599177379,2.087484489014341,1.2221496041063922,"exp2"
5.379427959539761,1.9950053177808085,1.4290116357396776,"exp2"
5.451283123417812,1.7751965730536372,1.6123382674905937,"exp2"
5.525854171946871,1.4862764580341394,1.7238245104701,"exp2"
5.595314352855337,1.2340454245846098,1.7322289635184989,"exp2"
5.662093590266689,1.0431233195165228,1.6643540332359186,"exp2"
5.7323955588690225,0.9044559348193645,1.5411438969962235,"exp2"
5.810428753815489,0.8170359093319906,1.3780319996913106,"exp2"
5.893212048469335,0.7868136183151024,1.2062120282118183,"exp2"
5.974954570081414,0.8098445010715145,1.056844587997687,"exp2"
6.062053643103301,0.8872127807826564,0.9300246060232528,"exp2"
6.15616938978756,1.031851133215015,0.8356378697541565,"exp2"
6.259256877365233,1.2638096301895747,0.7875862386568888,"exp2"
6.347410130443705,1.5149630368060343,0.7987046525249597,"exp2"
6.436165573977594,1.7864968528426393,0.8693089375459127,"exp2"
6.522387308630183,2.005081016678149,1.0073501003152994,"exp2"
6.608416487772415,2.0875230910329066,1.2154989031872245,"exp2"
6.680989805573472,1.9996340045152503,1.4225858840597319,"exp2"
6.752923578878896,1.7827855960807255,1.6074849916480707,"exp2"
6.827285006280855,1.495407766119918,1.7216009884145422,"exp2"
6.897092057087228,1.2407580194495291,1.732934571286147,"exp2"
6.963770075533222,1.0484350046638153,1.6671478788534397,"exp2"
7.033977144565204,0.9080987715713686,1.5453468863053301,"exp2"
7.11166793405646,0.8191474771736256,1.3834003978747655,"exp2"
7.1945986115573755,0.7871239691737669,1.21097556294166,"exp2"
7.276223009940637,0.8086304308136496,1.0611037548323814,"exp2"
7.363203359517377,0.884289048636148,0.9334342243284157,"exp2"
